Course Name,Platform
Creating New BigQuery Datasets and Visualizing Insights,Coursera
Build a Data Science Web App with Streamlit and Python,Coursera
Advanced Data Science Capstone,Coursera
Learning Data Visualization with D3.js,LinkedIn Learning
Artificial Intelligence in Web Design Certification (2020),Udemy
Artificial Intelligence Masterclass,Udemy
Clustering Geolocation Data Intelligently in Python,Coursera
Artificial Intelligence in Digital Marketing (2020 Edition),Udemy
Complete Linear Regression Analysis in Python,Udemy
Perform Sentiment Analysis with scikit-learn,Coursera
Machine Learning Practical Workout | 8 Real-World Projects,Udemy
Learning Hadoop,LinkedIn Learning
Analyze Box Office Data with Plotly and Python,Coursera
Pandas Python Library for Beginners in Data Science,Coursera
Google Data Studio A-Z for Data Visualization and Dashboards,Udemy
Анализ данных,Coursera
Statistical Data Visualization with Seaborn,Coursera
Complete Data Analysis with Pandas : Hands-on Pandas Python,Udemy
R Programming Hands-on Specialization for Data Science (Lv1),Udemy
Apache Spark Hands on Specialization for Big Data Analytics,Udemy
Data Science with Python - Beginners,Udemy
Data Analysis Using Pyspark,Coursera
Big Data Hadoop and Spark with Scala,Udemy
Data Visualization in Python Masterclass™: Beginners to Pro,Udemy
ZERO to GOD Python 3.8 FULL STACK MASTERCLASS 45 AI projects,Udemy
2021 Data Science & Machine Learning with R from A-Z Course,Udemy
Complete Data Wrangling & Data Visualisation With Python,Udemy
Data Science and Machine Learning For Beginners with Python,Udemy
DC.js for Data Science Essential Training,LinkedIn Learning
Analyze Box Office Data with Seaborn and Python,Coursera
Machine Learning for Music Information Retrieval,Kadenze
Building Candlestick Charts with Tableau,Coursera
Create Technical Stock Charts Using R and Quantmod,Coursera
Music Retrieval Systems,Kadenze
Data Science Fundamentals with Python and SQL,Coursera
Siamese Network with Triplet Loss in Keras,Coursera
Statistical Data Visualization in Python,Coursera
Modern Artificial Intelligence Masterclass: Build 6 Projects,Udemy
Analyze Stock Data using R and Quantmod Package,Coursera
Analyzing Data in Tableau,Datacamp
What is Data Science?,Udemy
Mining Quality Prediction Using Machine & Deep Learning,Coursera
Data Analysis and Visualization Foundations,Coursera
Practical Data Mining,FutureLearn
Generate and visualize data in Python and MATLAB,Udemy
Cloud Hadoop: Scaling Apache Spark,LinkedIn Learning
Predict Diabetes with a Random Forest using R,Coursera
Using Descriptive Statistics to Analyze Data in R,Coursera
"Data Engineering, Big Data and ML on Google Cloud en Español",Coursera
Data Processing and Analysis,edX
Data Science with Databricks for Data Analysts,Coursera
Databricks Fundamentals & Apache Spark Core,Udemy
ML for Business Managers: Build Regression model in R Studio,Udemy
Veri Bilimi için Python ( Python for Data Science ),Udemy
Data Analytics: Scraping Data using Hadley Wickam's Rvest package in R,Coursera
Master Data Science with Python in 10 Hours | 2020,Udemy
Plots (Graphics) in R,Coursera
Apache Kafka for Beginners,Udemy
Fundamentals of Data Science & Machine Learning with Python,Udemy
Graphing with ggplot2,Coursera
2021 Python for Data Science & Machine Learning from A-Z,Udemy
Análisis de Datos y Gráficos con Python: Panda y Matplotlib.,Udemy
Explore stock prices with Spark SQL,Coursera
Artificial Intelligence and Predictive Analysis using Python,Udemy
Learn Data structures & Algorithms using Python for Freshers,Udemy
The Absolute Beginners Guide to Data Science,Udemy
Introduction to Systems and Network Mapping with Kumu,Coursera
Data Science with R - Beginners,Udemy
Big Data Services: Capstone Project,Coursera
Artificial Intelligence and the Future of Work (2020),Udemy
Data Analytics Real-World Projects using python,Udemy
[2021] Data Science: A-Z Bootcamp + Real Cases (Version 8.1),Udemy
Machine Learning for Absolute Beginners - Level 2,Udemy
Advanced Data Science Techniques in SPSS,Udemy
Data Science:Hands-on Covid-19 Data Analysis & Visualization,Udemy
Data Science with Python Certification Training and Project,Udemy
Fundamentos de Ciencia de Datos con R,edX
Python aplicado a la Ciencia de Datos,edX
Grafana Beginners to Advance Course for 2020,Udemy
Guide to Careers in Data Science - Interview Hacks (2021),Udemy
Linear Regression and Logistic Regression using R Studio,Udemy
R Programming Certification Training: 2020 Edition,Udemy
Data Engineering Foundations,Coursera
"Python For Data Analysis, Data Science & ML With Pandas",Udemy
"Basics Data Science with Numpy, Pandas and Matplotlib",Udemy
Artificial Intelligence Bootcamp 44 projects Ivy League pro,Udemy
Machine Learning with Jupyter Notebooks in Amazon AWS,Udemy
Data Science and Machine Learning Developer Certification,Udemy
Machine Learning with Python Training (beginner to advanced),Udemy
CertNexus Certified Ethical Emerging Technologist,Coursera
Data Science using Pandas (from basics),Udemy
"Data Engineer, Big Data and ML on Google Cloud auf Deutsch",Coursera
Python and Data Science for beginners,Udemy
D3.js Data Visualization Fundamentals,Pluralsight
"Data Engineer, Big Data and ML on Google Cloud em Português",Coursera
Excel PowerPivot - Excel Data Analysis & DAX for Beginners,Udemy
Data Analysis Real world use-cases- Hands on Python,Udemy
"Data Engineering, Big Data and ML on Google Cloud 日本語版",Coursera
Machine Learning A-Z™: Hands-On Python & R in Data Science,Udemy
Data Engineering with Google Cloud 日本語版,Coursera
Google Data Studio Complete Beginners to Advanced Tutorial,Udemy
Objectivity in Data Visualization,Pluralsight
Creating Dashboards in Tableau,Datacamp
"Data Engineer, Big Data and ML on Google Cloud en Français",Coursera
Pandas Library,Udemy
Ciencia de Datos de IBM,Coursera
Machine Learning for Absolute Beginners - Level 3,Udemy
Foundations of Data Science,edX
Data Science and Engineering with Spark,edX
Building Batch Data Pipelines on GCP 日本語版,Coursera
iOS Data Persistence: The Big Picture,Pluralsight
Building Effective Dashboards with Tableau Desktop,Pluralsight
From Data to Insights with Google Cloud Platform 日本語版,Coursera
Getting Started with D3,Pluralsight
Exploratory Data Analysis with Python,Pluralsight
Build Your First Data Visualization with D3,Pluralsight
Analista de Datos de IBM,Coursera
Leveraging Unstructured Data with Cloud Dataproc on Google Cloud Platform em Português Brasileiro,Coursera
Understanding on Google Charts,Udemy
Scaling Python Data Applications with Dask,Pluralsight
Building Data Visualizations Using Plotly,Pluralsight
Time Series Analysis Real World Projects in Python,Udemy
Architecting Big Data Solutions Using Google Dataproc,Pluralsight
Build Your First Data Visualization with Chart.js,Pluralsight
Getting Started with Hortonworks Data Platform,Pluralsight
Connecting Data in Tableau,Datacamp
Introducción a la Especialización en Ciencia de Datos,Coursera
Análisis y Visualización de Datos con Excel,edX
Fundamentos del Análisis y Visualización de Datos,Coursera
Ciencia de Datos Aplicada,Coursera
Become a Data Architect,Udacity
Fundamentos de Ciencia de Datos con Python y SQL,Coursera
Data Analysis and Visualization Fundamentals,edX
Starting with Oracle Big Data,Pluralsight
Enterprise Skills in Hortonworks Data Platform,Pluralsight
Analyzing Data Visualization Requirements,Pluralsight
Building Resilient Streaming Systems on Google Cloud Platform,Pluralsight
Creating Special-purpose Plots: R Playbook,Pluralsight
Building Resilient Streaming Analytics Systems on GCP,Pluralsight
Build Your First Data Visualization with Seaborn,Pluralsight
Build Your First Data Visualization with Matplotlib,Pluralsight
Build Your First Data Visualization with Bokeh,Pluralsight
Build Your First Data Visualization with Plotly.js,Pluralsight
Build your First Data Visualization with C3.js,Pluralsight
Build Your First Data Visualization with amCharts,Pluralsight
Build Your First Data Visualization with AnyChart,Pluralsight
Build Your First Data Visualization with FusionCharts,Pluralsight
Build Your First Data Visualization with RAWGraphs,Pluralsight
Build Your First Data Visualization with vis.js,Pluralsight
Build Your First Data Visualization with Alteryx,Pluralsight
Build Your First Data Visualization with Highcharts,Pluralsight
Build Your First Data Visualization with CanvasJS,Pluralsight
Build Your First Data Visualization with Charticulator,Pluralsight
Modeling Streaming Data for Processing with Apache Beam,Pluralsight
Build Your First Dashboard with Chartio,Pluralsight
Building Visualizations with MATLAB,Pluralsight
Build Your First Time Series Visualization with Dygraphs,Pluralsight
Build Your First Data Visualization with Pygal,Pluralsight
Build Your First Data Visualization with MicroStrategy,Pluralsight
Build Your First Data Visualization with Infogram,Pluralsight
Handling Streaming Data with GCP Dataflow,Pluralsight
Data Analytics for Business with Tableau,FutureLearn
Data Analysis: Essential Skills,edX
Data Science Fundamentals,edX
Data Science Core,edX
Data Engineering on Google Cloud Platform em Português Brasileiro,Coursera
Data Engineering on Google Cloud Platform en Français,Coursera
Data Engineering on Google Cloud Platform en Español,Coursera
Data Engineering on Google Cloud Platform 日本語版,Coursera
"Data Engineer, Big Data and ML on Google Cloud auf Deutsch",Coursera
Microsoft Future Ready: Data Science Research Methods on Python Programming,FutureLearn
Data Visualisation Fundamentals for Absolute Beginners,FutureLearn
Introduction to Data Science with Microsoft Azure,FutureLearn
Microsoft Future Ready: Ethics and Laws in Data and Analytics,FutureLearn
Mathematics for Data Science: Essential Mathematics for Machine Learning and AI,FutureLearn
Microsoft Future Ready: Designing and Implementing a Data Science Solution on Azure,FutureLearn
Microsoft Future Ready: Azure Cloud Fundamentals,FutureLearn
Microsoft Future Ready: Designing and Implementing a Data Science Solution on Azure,FutureLearn
Data Analytics for Business: Basic Analysis and Statistics,FutureLearn
Data Analytics for Business: Creating Databases,FutureLearn
Data Analytics for Business: Manipulating and Interpreting Your Data,FutureLearn
Data Analytics Using Python: Statistics and Analytics Fundamentals,FutureLearn
Data Analytics Using Python: Learning Python Functions,FutureLearn
Data Analytics Using Python: Data Wrangling and Ingestion,FutureLearn
Data Visualisation: Communicate Key Metrics Throughout Your Business,FutureLearn
Data Visualisation: Core Elements and Theories,FutureLearn
Data Visualisation: Prediction and Ethics in Data Analytics,FutureLearn
Azure Cloud Fundamentals for Data Science with Python,FutureLearn
Build Your First Data Visualization with NVD3,Pluralsight
Microsoft Future Ready: Ethics and Law in Data and Analytics,FutureLearn
